,Lat,Long,Incidents,closest_police_stations_distance,closest_bike_lockers_distance,closest_lcbo_distance,closest_subway_stations_distance,closest_pawn_shops_distance,closest_bike_stores_distance
6541,43.645787706985296,-79.4311040549505,1.0,737.0411444627543,1911.8163277813383,639.8035745591819,1622.125363579026,494.8681916282326,1407.0039236266066
6542,43.645787706985296,-79.42863012920792,2.0,641.0607908842608,1761.1269908719323,593.474284476949,1676.171463761222,376.1188624184261,1606.5953716923116
6543,43.645787706985296,-79.42615620346534,3.0,598.6335237345344,1621.0460115376043,478.1537313097583,1751.420276230597,343.1053844070903,1792.5517601678362
6544,43.645787706985296,-79.42368227772278,6.0,620.8374369076272,1494.5592501562219,429.7977707115765,1845.2797400728412,416.7280234547206,1592.975415598489
6545,43.645787706985296,-79.4212083519802,11.0,701.5625557055531,1385.3951856562144,469.5712162475907,1885.1680510753222,556.1368723513859,1393.4059720786156
6546,43.645787706985296,-79.41873442623762,9.0,823.7807870717976,1297.9320384517732,450.6359995873233,1937.1829234796799,724.2922272515663,1193.846890681316
6547,43.645787706985296,-79.41626050049504,1.0,971.9636925548233,1236.7823658327009,253.2634427042304,2007.7738504870858,905.3150138749938,994.3044107564532
6548,43.645787706985296,-79.41378657475248,2.0,1135.9955646111507,1205.9556179911103,69.95368555542679,2068.745441049456,1092.8295165272143,794.7910366876888
6549,43.645787706985296,-79.4113126490099,5.0,1309.9359886506027,1207.7758785861697,159.14221411235494,2046.6403719372202,1283.9947288323528,595.3360319577491
6550,43.645787706985296,-79.40883872326732,17.0,1490.3196079695324,1242.099626205759,354.17587433648623,1854.7572822886004,1477.3941953200938,396.0275979590291
6551,43.645787706985296,-79.40636479752476,15.0,1628.292118738842,1306.367359538623,324.51617455119805,1664.688240807632,1672.2529072512023,197.31040106132463
6552,43.645787706985296,-79.40389087178218,24.0,1469.3017036109911,1204.6279969096015,183.88959613424473,1477.1336775253694,1868.1142886497723,26.56311382498824
6553,43.645787706985296,-79.4014169460396,19.0,1321.3741455428399,1005.1200556323865,204.93664100610374,1293.1881005145256,2064.693012700998,205.33015518981705
6554,43.645787706985296,-79.39894302029703,24.0,1188.6469758277492,805.6578824054371,350.66907214709806,1114.6396842205436,2050.254049608004,271.88354531538744
6555,43.645787706985296,-79.39646909455446,20.0,1076.7560069175036,606.2866508504052,156.33594837249316,944.5540686693055,1863.08783819688,255.1353649206612
6556,43.645787706985296,-79.39399516881188,38.0,992.7714886115165,407.1399821149962,74.79754791174982,769.7729967070645,1664.5931643503784,368.70792850732255
6557,43.645787706985296,-79.3915212430693,47.0,944.1699125676439,208.86122132285385,257.7402402382004,580.0824640841604,1466.398067219917,535.2336952065506
6558,43.645787706985296,-79.38904731732673,14.0,936.4765261943473,34.112124685541964,454.91428147742084,400.1491894235727,1268.6429598701293,583.3350232907634
6559,43.645787706985296,-79.38657339158416,14.0,970.664519572323,195.92051374524974,501.95882806335635,251.83644015522287,1071.5714663631945,681.7208905913691
6560,43.645787706985296,-79.38409946584159,33.0,1042.622079216935,394.06425987130893,335.8043922240817,215.41198110687967,875.6452681556983,817.8517661462597
6561,43.645787706985296,-79.38162554009901,14.0,1145.25187427399,593.1854826436995,150.00593395793794,105.68973128690341,681.8523625568469,976.0605336647723
6562,43.645787706985296,-79.37915161435643,54.0,1271.1462448239085,792.547774752516,109.17412252483139,132.6403134878216,492.7163827567989,1147.2494647565009
6563,43.645787706985296,-79.37667768861387,21.0,1359.692189559688,992.0058044166249,284.63347706210305,322.0222583627755,316.6938653961128,1326.4022836525537
6564,43.645787706985296,-79.37420376287129,9.0,1192.5943452862475,1165.7645819988327,337.14576772172643,476.16703541300257,193.64750469825267,1510.6883252594637
6566,43.645787706985296,-79.36925591138613,1.0,899.0752049760405,1468.0279410677124,408.04637010775104,788.4145150732867,388.515640721078,1888.6172595430733
6567,43.645787706985296,-79.36678198564357,1.0,787.954792159332,1634.8277647335908,549.679244458302,968.7845215284747,572.000960047982,2080.561196135443
6568,43.645787706985296,-79.36430805990099,1.0,716.2974158389065,1808.2832933581715,606.8028621575413,1055.049740761427,763.6128433060287,2273.8225833848433
6572,43.645787706985296,-79.3544123569307,2.0,937.3611653335735,2540.76832732809,1072.5015292814512,1279.5802247576119,1550.345214153566,2418.4386652252288
6682,43.64759368566177,-79.58201352524752,1.0,4159.239060806295,1412.8540882191778,747.5916112623728,3915.066825382182,9435.776126987126,5745.821326081302
6697,43.64759368566177,-79.5449046391089,1.0,1257.3337812569087,1705.6456767964992,1928.3285246860244,1331.8040319275897,6537.901783853126,2914.9337426965635
6703,43.64759368566177,-79.53006108465347,1.0,559.9579783315354,2879.996808098028,1767.368268369726,515.3353946368262,5407.994040796192,1925.7203818399116
6705,43.64759368566177,-79.52511323316831,1.0,727.0284510457152,3275.192209767686,1368.5830073780992,254.1358336680411,5038.290223841091,1658.1725663753484
6709,43.64759368566177,-79.51521753019802,1.0,1383.7626330806663,4067.931308141597,572.6968228978207,325.4844696894482,4314.642450888833,1337.0626752785372
6710,43.64759368566177,-79.51274360445544,3.0,1568.618254203115,4266.44627300456,375.3806614966274,135.8314080078089,4138.020568754194,1321.52861899895
6711,43.64759368566177,-79.51026967871287,1.0,1756.7043703289144,4465.058099022348,183.07104433539797,103.12923233693505,3963.576890645582,1335.9639470935929
6712,43.64759368566177,-79.5077957529703,6.0,1947.085020255822,4663.754411187957,76.12325397461,287.2221117852491,3791.612071682623,1379.428116517464
6718,43.64759368566177,-79.49295219851486,2.0,3113.7209443837437,5857.2247530166405,1229.900850925484,329.4418021221565,2836.7786008704948,1432.1702346170032
6719,43.64759368566177,-79.49047827277228,6.0,3310.3123157427212,6056.295287516265,1382.0579705791938,467.51358757437276,2696.5279059895374,1242.8687570063134
6720,43.64759368566177,-79.4880043470297,7.0,3407.4368804856485,6237.197109991936,1196.542715649381,437.7903197831217,2564.150047510149,1057.3575981131635
6721,43.64759368566177,-79.48553042128712,3.0,3282.5967067162806,6042.8664200898365,1016.3735886732175,305.70354667908566,2440.9262557647003,878.0424880049939
6725,43.64759368566177,-79.47563471831683,1.0,2868.9986035562765,5269.496220773888,484.68972934043785,456.04146741960074,2070.6692375566954,423.65607599467154
6733,43.64759368566177,-79.45584331237623,1.0,2459.3071054028123,3754.4054601953417,963.8320906123779,934.344384432791,1629.3016604600184,627.2206803661055
6735,43.64759368566177,-79.45089546089109,2.0,2066.373590111379,3387.400436410073,864.9647910195938,1050.8699097341348,1387.3495163309806,287.14182774324536
6737,43.64759368566177,-79.44594760940593,1.0,1676.3931827360018,3028.5598298337177,941.286122423472,1187.0058246964593,1230.244567713554,300.350052028099
6738,43.64759368566177,-79.44347368366337,2.0,1483.239180695674,2853.16674015192,1033.602661465085,1284.0817739794536,1194.728543830242,462.17763898421396
6740,43.64759368566177,-79.43852583217821,9.0,1103.8213789979704,2513.24705157906,819.9360558706475,1337.5654423784815,1100.1196178217872,836.3256003586062
6741,43.64759368566177,-79.43605190643564,5.0,920.4023267920126,2350.292584941452,770.5864159743292,1384.9545136679671,931.5520396366985,1030.473111244546
6742,43.64759368566177,-79.43357798069307,1.0,745.3393396004013,2193.4066255514713,771.3604958585671,1391.7737831042616,777.8160955014745,1226.371854134257
6743,43.64759368566177,-79.4311040549505,3.0,586.1676389574205,2043.9870140092303,650.6047040136385,1426.7548011076283,649.5299849530334,1423.2989089702048
6744,43.64759368566177,-79.42863012920792,6.0,459.7018085360492,1903.7925571546405,469.0799140703388,1487.912632610445,564.3254127837203,1526.3125969689406
6745,43.64759368566177,-79.42615620346534,5.0,398.40994804692656,1775.0104752415036,310.57838408411845,1572.1954339626989,542.8810081339676,1600.7545060174127
6746,43.64759368566177,-79.42368227772278,6.0,431.0530162314118,1660.298519388536,229.24960410410208,1653.9368884370654,592.1647184784531,1597.570796267496
6747,43.64759368566177,-79.4212083519802,8.0,540.8829827661075,1562.7581578156125,297.1957481384745,1689.5750061053875,697.3384873363323,1404.011516557044
6748,43.64759368566177,-79.41873442623762,4.0,692.0791727385315,1485.775166876563,451.40749428090004,1747.4200532367254,837.60702313143,1206.2147413099397
6751,43.64759368566177,-79.4113126490099,8.0,1231.3651012216708,1407.7036656947002,292.869568323686,1920.9666886170053,1351.1458410527705,619.7908326586703
6752,43.64759368566177,-79.40883872326732,6.0,1421.747206304467,1437.2598929495205,431.142540675181,1806.958772595237,1536.1087946936248,431.9252981398476
6753,43.64759368566177,-79.40636479752476,13.0,1522.0364221044492,1413.6621028376612,281.0485546153138,1611.267330411854,1724.3398794849402,262.0239141063137
6754,43.64759368566177,-79.40389087178218,10.0,1350.6005692692083,1215.694562679455,86.57406091569605,1416.6640485723003,1914.8755718821283,174.44736003274562
6755,43.64759368566177,-79.4014169460396,17.0,1187.9883847255392,1018.3634875894196,125.21368179103479,1223.6681967653321,2107.090775441171,268.1147386600165
6756,43.64759368566177,-79.39894302029703,20.0,1038.3536893468934,822.1273081320313,321.77396460369926,1033.1809610531134,1970.6188509558963,129.0596849131244
6757,43.64759368566177,-79.39646909455446,29.0,908.1342653026372,628.0132353779574,293.3369685129213,846.8967790819758,1792.704706107832,88.48762020779962
6758,43.64759368566177,-79.39399516881188,25.0,806.7867012894246,438.8463651506969,259.2313370918382,668.3394530452877,1605.1005648698297,280.49851759199277
6759,43.64759368566177,-79.3915212430693,23.0,746.1696837959566,265.4238801301864,357.8189791382318,505.7601296604036,1420.7655690865658,343.01943301056707
6760,43.64759368566177,-79.38904731732673,18.0,736.4109524014473,167.3073084647468,518.2153839335398,342.0977384002653,1241.1571619545934,403.0509871070954
6761,43.64759368566177,-79.38657339158416,28.0,779.4231602865558,255.36607254638156,406.4750874755515,142.60427208425278,1055.5981482408997,535.6397973997191
6762,43.64759368566177,-79.38409946584159,23.0,867.3910956901826,426.7436255391867,222.54179936767483,57.59528902170861,856.0304366657241,700.7439013762345
6763,43.64759368566177,-79.38162554009901,23.0,988.3833471701894,615.3751769623947,116.20041593922991,256.8551719094982,656.4793674325641,880.2534670764716
6764,43.64759368566177,-79.37915161435643,23.0,1131.8584040566625,762.0055458234567,140.3855148984293,202.07723031484554,456.9667438003379,1066.9219490003206
6765,43.64759368566177,-79.37667768861387,2.0,1268.7648448667821,882.903628863565,297.9987414963472,197.6742919595874,257.5819169137211,1257.5654463539397
6766,43.64759368566177,-79.37420376287129,50.0,1087.7938366671017,1028.6173547038825,207.0212474607281,342.0368275343588,59.621111469010046,1450.6175876938573
6767,43.64759368566177,-79.37172983712871,22.0,914.6020697871144,1190.065958353946,136.66643754608899,524.0013397010465,142.95909915783892,1645.230697010559
6768,43.64759368566177,-79.36925591138613,4.0,754.565289941703,1361.6639769215344,272.34588798439637,715.4297753223299,342.04725580560273,1840.9097841293315
6769,43.64759368566177,-79.36678198564357,21.0,617.9894202226221,1540.0224233564284,413.95432372470174,799.0407132834252,541.5087629588324,2037.3477233559497
6770,43.64759368566177,-79.36430805990099,8.0,523.5679386551873,1723.0431857528386,409.49498130878834,874.0660111487185,741.0422048373945,2234.3443743986936
6885,43.64939966433823,-79.57953959950495,2.0,3994.5421102543087,1309.0723108525863,868.0816006399419,3787.2581444847815,9199.93442423421,5507.393591819253
6889,43.64939966433823,-79.56964389653466,1.0,3214.1369433317673,723.1367733392634,1059.7008053004195,3048.714204803505,8417.92926302018,4728.604609177153
6895,43.64939966433823,-79.5548003420792,2.0,2069.4330997660986,1061.6878084862403,1892.5054900328585,2027.8714216193148,7251.562222847298,3576.5793690065043
6908,43.64939966433823,-79.52263930742573,6.0,1009.3659891814904,3503.8197205289716,1174.5012486411736,472.9583920061345,4777.358739068009,1378.2236893210186
6909,43.64939966433823,-79.52016538168317,3.0,1151.3150164719798,3700.2925326415157,976.4060693109253,567.795583309584,4592.529237390363,1272.4892056507583
6914,43.64939966433823,-79.5077957529703,1.0,2013.5206784988823,4686.620353456686,134.31972146475118,311.04291818736954,3691.4661337102475,1188.5879994082827
6917,43.64939966433823,-79.50037397574258,2.0,2578.308397708082,5280.521302397839,642.5896367941846,430.023187869768,3178.6924281426063,1498.2477048195526
6918,43.64939966433823,-79.49790005,4.0,2769.7481111878906,5478.725044002863,838.9838916044323,236.52099795083635,3014.8146685344345,1637.497265613152
6921,43.64939966433823,-79.49047827277228,3.0,3349.7878067340807,6073.884300001992,1326.6600803801318,383.44743611040343,2553.8354996228195,1189.6718267156466
6923,43.64939966433823,-79.48553042128712,3.0,3125.5060668061546,6092.50614829703,939.6724349838423,161.17904216646997,2282.31753807993,800.9857065571206
6924,43.64939966433823,-79.48305649554456,1.0,3002.2110226327395,5900.169482723286,750.9761717174271,86.2933723303179,2161.4573232375587,611.7277263416883
6925,43.64939966433823,-79.48058256980198,2.0,2887.45504825445,5708.3324331483755,569.7493435904353,261.88744593835025,2052.918067431703,431.87071099606095
6926,43.64939966433823,-79.4781086440594,7.0,2782.294928302349,5517.047117474009,406.11771370288267,307.4926758893131,1958.7490495880918,280.14746437906194
6933,43.64939966433823,-79.46079116386139,1.0,2407.8085183204334,4199.80842147541,1059.1206333420453,694.2068262113371,1802.703408577995,898.3427946607504
6934,43.64939966433823,-79.45831723811881,1.0,2416.2890007647907,4016.050854003949,912.2369679411534,695.9235115222048,1641.6746002091475,891.6759713926783
6935,43.64939966433823,-79.45584331237623,1.0,2434.9347651585817,3833.8790601747924,788.8469997524845,745.122512878258,1489.180738983545,721.1785126035703
6937,43.64939966433823,-79.45089546089109,5.0,2037.3190634340936,3475.2882655970316,664.4372034034151,853.9566952299987,1219.7524021336947,457.33183882595745
6939,43.64939966433823,-79.44594760940593,9.0,1640.4593830816345,3126.562078263068,761.1360859638949,1016.8029158759286,1037.5795199791698,465.7380195253858
6940,43.64939966433823,-79.44347368366337,1.0,1442.5081063861599,2956.992921736243,876.212938862976,1083.4691296874223,995.2127601170101,583.357713568412
6941,43.64939966433823,-79.44099975792079,2.0,1245.0788648544103,2791.4000711043345,1017.7591172742726,1097.3521025871387,991.960325886183,737.1410469480664
6942,43.64939966433823,-79.43852583217821,7.0,1048.4666023127252,2630.534562283638,1009.626971326961,1146.34918942139,1028.1934696282099,908.9136405627885
6943,43.64939966433823,-79.43605190643564,5.0,853.2362783940113,2475.318225844825,969.977969638866,1184.4681957036655,1060.7990269107734,1090.2052423482662
6944,43.64939966433823,-79.43357798069307,8.0,660.6142383015946,2326.881833090092,809.0390043644068,1192.434315876699,928.7147703156778,1173.558558447289
6945,43.64939966433823,-79.4311040549505,5.0,473.79245630918416,2186.606576840385,609.6134762755032,1233.0821718784814,824.2620538868953,1253.4264451790593
6946,43.64939966433823,-79.42863012920792,4.0,303.67170824138594,2056.1634394967555,410.34639636131806,1303.3576030085362,758.9367577644912,1358.1510456389187
6947,43.64939966433823,-79.42615620346534,4.0,199.0548069124633,1937.5392563187486,211.68569722931196,1398.802271111757,743.1300903054585,1400.8040604152475
6948,43.64939966433823,-79.42368227772278,5.0,258.259987237603,1833.0300493625368,30.142961706106302,1454.9363222129552,779.858910312458,1397.1649084240548
6949,43.64939966433823,-79.4212083519802,2.0,416.4645494184446,1745.1734774902777,191.5135978367793,1495.3235775766952,862.437110092936,1336.9250838345506
6950,43.64939966433823,-79.41873442623762,3.0,599.880251218771,1676.5894798874576,390.02232308287057,1560.3844993115806,979.3344054057137,1251.0641934752055
6951,43.64939966433823,-79.41626050049504,3.0,791.163071360238,1629.7130467270276,515.3219828808338,1643.0323502001902,1119.8545646836399,1062.336406868158
6952,43.64939966433823,-79.41378657475248,10.0,985.7437748861565,1606.4455977355726,454.2151944388999,1675.3942337898159,1276.2181921179194,878.4256144016558
6956,43.64939966433823,-79.40389087178218,2.0,1252.9645621409852,1259.0559709005215,248.39232261450877,1382.9223032440761,1959.305900350272,375.07622566898607
6957,43.64939966433823,-79.4014169460396,1.0,1075.6984089633975,1069.7598184235158,264.3518466668347,1184.4476322883427,2039.237314813259,358.3511133832545
6958,43.64939966433823,-79.39894302029703,19.0,907.7439234219313,885.0005694630933,397.1640525807107,986.4218755733488,1876.9696997870344,199.79020486425173
6959,43.64939966433823,-79.39646909455446,2.0,755.3383908317362,708.3373170237304,477.6779739217551,789.1830371452161,1698.412167210422,176.32369967162862
6960,43.64939966433823,-79.39399516881188,29.0,629.8715978161679,547.6616743748147,457.527179991178,593.5161686666638,1525.075234177218,235.03464851488755
6961,43.64939966433823,-79.3915212430693,26.0,550.0958697143018,421.66417063810775,519.7719052891639,401.7248385428884,1351.436369175437,142.68134957329804
6962,43.64939966433823,-79.38904731732673,8.0,536.7846804563994,367.89107653618754,595.2910399474097,223.99570663292303,1161.2178043321271,255.23399537064867
6963,43.64939966433823,-79.38657339158416,13.0,594.4200632844738,415.4068181898359,398.7546897518893,136.51056599850796,974.6816634906033,435.43146158715973
6964,43.64939966433823,-79.38409946584159,14.0,705.8312271404766,448.9039134369401,208.1144510659621,201.88140372129308,794.5116955320213,627.4762660036668
6965,43.64939966433823,-79.38162554009901,30.0,850.1325318795898,490.9612485482723,85.38377017853693,305.03670243593933,626.2270011407221,823.1173137451202
6966,43.64939966433823,-79.37915161435643,35.0,1013.3696330044246,600.1976869727044,225.70244732353277,107.7756994573318,482.42990498168797,1020.2879499701203
6967,43.64939966433823,-79.37667768861387,9.0,1187.7608323811098,747.7283403812737,366.6505206842738,99.27523768583575,336.0444530961162,1218.245718265383
6969,43.64939966433823,-79.37172983712871,27.0,823.435134552258,1093.5340691706424,80.01017193089174,495.32897673274033,258.87469962742125,1615.3643887781914
6970,43.64939966433823,-79.36925591138613,3.0,641.0345194804455,1278.1531370444588,248.78611794555954,569.2084357352995,404.4406486538219,1814.2619592482158
6971,43.64939966433823,-79.36678198564357,5.0,472.72932895160204,1466.697042198008,226.6239980788541,608.1571752602931,582.9257013277546,2013.295940383749
6972,43.64939966433823,-79.36430805990099,13.0,340.130432090156,1657.8272152293919,218.3723977796108,703.8300357098125,771.8202607530948,2212.429517124347
6973,43.64939966433823,-79.36183413415841,15.0,295.926227988714,1850.7425609971065,351.6868498538759,836.9963866351484,965.0309129630102,2286.1093835858105
6974,43.64939966433823,-79.35936020841584,34.0,372.99314096728784,2044.9379128938122,528.5355666213411,826.5750160516939,1160.4037302463694,2186.7852931382436
7089,43.651205643014706,-79.5745917480198,1.0,3650.690711505174,1119.7763999129181,1077.4764588934656,3495.314797975801,8770.408776328766,5076.999880336924
7097,43.651205643014706,-79.5548003420792,2.0,2150.8593852750546,1192.5328336135763,2092.6929634698704,2161.0405878585016,7205.214166302672,3518.809800277491
7103,43.651205643014706,-79.53995678762377,1.0,1202.7733584614732,2212.403238165449,2095.6720018811147,1408.6450045748704,6042.06983978827,2383.72245019923
7108,43.651205643014706,-79.52758715891089,2.0,994.0822888157024,3159.0603535123355,1361.8779219892488,697.0775438783033,5084.929554014829,1513.0840039841567
7112,43.651205643014706,-79.5176914559406,1.0,1433.747894160276,3934.690366904224,836.4872256781298,618.1589526655385,4332.4465636742725,1004.5189598747304
7115,43.651205643014706,-79.51026967871287,3.0,1921.6731053760125,4521.613305204591,372.19817104151554,345.92819042628395,3780.421389505636,940.8345472892416
7125,43.651205643014706,-79.48553042128712,1.0,2973.660864880175,6148.296673402498,901.9297661956164,197.55186732785862,2130.809591931928,769.8841503324629
7130,43.651205643014706,-79.47316079257426,4.0,2421.0721467007343,5202.4630992790835,122.8317599552343,233.03654231006033,1628.3526517945645,114.54402098737383
7133,43.651205643014706,-79.46573901534653,2.0,2242.4615772833176,4645.462488118837,701.4580145547696,307.3237420930984,1572.9012760892876,452.95955850602047
7135,43.651205643014706,-79.46079116386139,1.0,2207.1546461579455,4280.408301310898,946.33651303348,505.775303529827,1659.4926795738543,838.8000806169258
7136,43.651205643014706,-79.45831723811881,2.0,2216.4027342557447,4100.270008483209,778.4608159476511,497.0349492646399,1525.6861261669565,1001.146621002578
7137,43.651205643014706,-79.45584331237623,2.0,2243.43284397103,3922.0174875583252,629.373366637266,563.8613674592636,1361.1567320489635,852.827769860071
7138,43.651205643014706,-79.45336938663367,10.0,2227.3799205567543,3745.9199561562086,515.6370565480403,633.9168857638268,1206.8426477807363,729.3900519459395
7139,43.651205643014706,-79.45089546089109,2.0,2027.7973594289595,3572.296121448868,464.01881474785483,659.302996631207,1063.6621073052627,645.2739615207664
7140,43.651205643014706,-79.44842153514851,2.0,1828.2148822299418,3401.524798968906,494.3748514446415,739.7089858949047,941.2450614723577,616.7828768544576
7143,43.651205643014706,-79.44099975792079,7.0,1229.4683655867236,2911.3079205208714,899.8069096818822,899.8577580883167,792.2004421529634,866.3676953963372
7144,43.651205643014706,-79.43852583217821,11.0,1029.8867947466422,2757.451298906158,1075.8206610933523,958.9971416393331,837.1235691981362,890.8315974047516
7145,43.651205643014706,-79.43605190643564,1.0,830.305886415314,2609.7987749002,1022.7304287340963,984.050150059174,923.9196313880393,923.7319394390198
7146,43.651205643014706,-79.43357798069307,9.0,630.7262697700899,2469.4634534034158,826.6811836787551,993.6240846036666,992.7757040586915,986.2665518787969
7147,43.651205643014706,-79.4311040549505,9.0,431.1497388762411,2337.7634553409484,632.8465345434444,1042.0546589029477,1008.6876623035981,1080.0713246973385
7148,43.651205643014706,-79.42863012920792,3.0,231.58427207592737,2216.238778277792,444.13556558808,1124.3317880650625,956.0496679608964,1200.0176167478896
7149,43.651205643014706,-79.42615620346534,7.0,32.23601578793201,2106.651085449618,271.4530763077771,1233.7021495826702,943.5512746050285,1201.088217131382
7151,43.651205643014706,-79.4212083519802,2.0,367.2261643948684,1931.2100137521807,256.03445096564144,1303.013951808554,1040.1147562880053,1153.183891294016
7152,43.651205643014706,-79.41873442623762,2.0,566.8007279089952,1869.465422454407,425.4293543176077,1377.1879266632347,1138.9163113756665,1081.9444508197184
7154,43.651205643014706,-79.41378657475248,1.0,965.9602510434663,1806.8267873666443,617.3851169625965,1480.3211197874607,1402.4076786723326,981.013270498023
7155,43.651205643014706,-79.4113126490099,10.0,1165.541650114083,1808.042108194702,533.0648262093387,1542.2021707277434,1555.9796179320447,827.7343513826781
7156,43.651205643014706,-79.40883872326732,17.0,1365.1235022683436,1701.0938457113066,516.5388510795656,1626.368363516843,1656.6928735583276,698.265553236711
7157,43.651205643014706,-79.40636479752476,43.0,1374.2947001106975,1514.4473487729588,517.6054790080867,1508.235006089894,1704.3873860715514,608.0122664895327
7158,43.651205643014706,-79.40389087178218,2.0,1181.6270400009098,1331.5609982109743,443.2002864599687,1316.9860584416429,1773.3834111571268,575.7226385652081
7159,43.651205643014706,-79.4014169460396,7.0,991.6963766880764,1154.2235622406736,452.33770750762625,1128.6246441190292,1861.313611563126,481.8678789225516
7160,43.651205643014706,-79.39894302029703,16.0,806.4388685746101,985.4353310218207,396.9908662168603,944.8792312027982,1800.8930531230815,379.0777095834988
7161,43.651205643014706,-79.39646909455446,4.0,629.9907123046285,830.425777693716,416.6190292156752,769.0655376509324,1613.9465771956536,367.25208707542606
7162,43.651205643014706,-79.39399516881188,5.0,472.33002264051754,698.4300779447371,518.8478313652125,581.6951806216249,1430.4163298343356,196.11195503500804
7163,43.651205643014706,-79.3915212430693,18.0,359.1179569372671,604.7111677192737,666.7058703809505,384.0526082403211,1251.805798487847,59.81325632307895
7165,43.651205643014706,-79.38657339158416,1.0,423.90321147901807,319.0061738163455,353.77062081943586,68.94179994112584,910.2704658952921,415.71040981733313
7166,43.651205643014706,-79.38409946584159,54.0,569.6947442771914,248.25042566535285,236.30982619824292,229.96176866991206,719.9522615120165,613.9502709927078
7167,43.651205643014706,-79.38162554009901,45.0,740.9945846853628,318.0492312733516,257.2838964724916,234.70785754721945,529.7816433234871,812.8481282844222
7168,43.651205643014706,-79.37915161435643,45.0,923.7188701820351,469.41032998748847,353.9098603897486,132.491467953722,348.2121805549303,1012.0160956170849
7169,43.651205643014706,-79.37667768861387,30.0,1112.2512446269582,647.4569537005443,450.1963234126966,244.30571750869075,203.71402126401847,1211.3209439788232
7170,43.651205643014706,-79.37420376287129,15.0,973.0856083801317,835.29555268059,314.369562570979,372.92017963814976,203.49847416997957,1410.704658626086
7171,43.651205643014706,-79.37172983712871,47.0,774.6727682122878,1027.5702009842942,273.2207698260458,411.9701648350056,339.99161383973296,1610.1379415961655
7172,43.651205643014706,-79.36925591138613,52.0,577.0664918049068,1222.18905225204,308.5793408006869,368.6633604679194,482.0705594184563,1809.604404304643
7173,43.651205643014706,-79.36678198564357,19.0,381.5221041279205,1418.1873446108812,109.007824016547,426.3428266247539,654.8687483767437,2009.0941641916222
7174,43.651205643014706,-79.36430805990099,16.0,194.36573230644618,1615.0629437923449,90.61392457117772,554.3338471201512,839.6293571203448,2208.6009082305377
7175,43.651205643014706,-79.36183413415841,8.0,98.29802608637812,1812.5299950334795,290.18225731602496,668.1744984321343,1028.7670489836037,2118.6900491791685
7176,43.651205643014706,-79.35936020841584,2.0,247.41161669362384,2010.4142247990749,489.7624761398076,626.1779743468144,1213.9198298445208,2011.117759342642
7177,43.651205643014706,-79.35688628267327,23.0,438.6662242247329,2208.6035019581846,689.3442571789635,646.0648355311885,1403.0369503436332,1918.329415843865
7190,43.651205643014706,-79.3247252480198,2.0,2066.7750820373376,4795.566573598095,1917.5689122755498,1652.646432891349,1598.7838922255864,1757.7951010660947
7304,43.65301162169118,-79.54243071336633,1.0,1483.793455367382,2119.4735264101,2174.452918631915,1680.4884049527495,6187.603975885741,2504.084945198953
7312,43.65301162169118,-79.52263930742573,2.0,1336.7217241054755,3598.1267090786378,993.7622364704393,863.3766824444834,4643.853690807834,1077.4424079121432
7314,43.65301162169118,-79.5176914559406,2.0,1574.7625209862179,3982.0653890518724,921.3588390194708,746.6017187535815,4263.984857277332,824.6366107211767
7317,43.65301162169118,-79.51026967871287,1.0,2029.0447116597484,4562.882274069912,558.4137139241309,543.1093930677268,3701.7825067114954,745.7483200414321
7319,43.65301162169118,-79.50532182722772,1.0,2367.8747853305035,4952.470648833462,579.7055794854085,719.9617867190933,3334.042561148987,933.7115093562687
7321,43.65301162169118,-79.50037397574258,2.0,2723.112586495439,5343.4757563777,823.9927792670278,532.3681075338803,2974.4021943312314,1227.235551549187
7322,43.65301162169118,-79.49790005,3.0,2905.0148386237142,5539.415876416383,984.8447555590575,392.99589244861573,2798.598073378351,1393.8192280128671
7323,43.65301162169118,-79.49542612425742,1.0,3089.102768551802,5735.607860293173,1157.817990392749,324.2552576196266,2626.1910778379433,1568.1231786566134
7324,43.65301162169118,-79.49295219851486,1.0,3275.0078265414086,5932.02671795486,1338.2204672361747,368.10719063841265,2457.8961771117674,1380.009817742057
7328,43.65301162169118,-79.48305649554456,1.0,2691.0187001803456,6021.503472776318,710.9813260282363,337.73936410649503,1848.0276468880545,597.5265077250716
7330,43.65301162169118,-79.4781086440594,2.0,2443.26665164937,5646.642821212351,326.32000525677824,226.42497401460358,1606.2553713700643,247.64377677572563
7331,43.65301162169118,-79.47563471831683,1.0,2335.1646807911666,5460.507234529194,162.71140928518227,149.21515370399803,1510.612408779755,181.57153295989102
7334,43.65301162169118,-79.4682129410891,15.0,2093.1193483630796,4908.456568080445,514.2238829287808,146.5271160018024,1365.8346548043066,229.28502884773368
7335,43.65301162169118,-79.46573901534653,28.0,2045.2732822088992,4726.970791107186,709.2743315300455,128.2484879163717,1373.3100194933083,426.93929992268016
7337,43.65301162169118,-79.46079116386139,2.0,2006.5007384698185,4368.743982608025,865.9636872338671,314.74851965533054,1471.689352786602,825.0305718439212
7338,43.65301162169118,-79.45831723811881,6.0,2016.6688959391904,4192.408393132356,678.491142333372,300.5028725322006,1428.5883957716492,1024.3867342611682
7340,43.65301162169118,-79.45336938663367,2.0,2094.6799064183056,3846.566470616786,346.7574861404194,433.3751450926782,1081.9458542399207,905.404123810892
